54.93763835	45.77844067
58.73273268	52.78255564
51.13260944	53.02726513
54.79756464	46.95266404
45.61426009	59.22336042
59.74368725	52.41127765
52.45786683	48.64910196
68.20977505	48.6164214
57.08530543	56.69570809
54.82068699	59.18850687
57.8214775	44.25356313
68.56060442	50.61557335
59.12562312	51.34874807
44.3735313	57.68680419
56.63047168	57.76388987
55.08990347	57.97415561
64.78425338	46.35235631
60.35614476	44.84119796
68.07908786	48.56043587
57.3919462	56.05717719
62.48031509	44.67877857
59.71645632	53.8622459
50.26100539	59.68458203
55.4665994	59.05232099
62.63558851	46.20301056
50.59682036	54.06686985
62.43260261	44.56342615
56.34863388	45.60139502
56.92215233	57.19871452
45.14274548	58.73039108
40.8174601	53.28730184
52.4488297	48.45005013
68.98350167	50.97473278
60.97491685	44.62741835
59.10419595	54.95909219
69.50937496	52.12895931
53.98530004	47.4558735
67.83414744	48.4120664
54.08278624	58.82636494
47.733861	59.86915628
43.63922321	58.03493423
41.74915445	56.38742777
46.91977401	59.63686121
59.07232255	52.32151692
51.5905738	48.92786662
59.35833081	52.45867987
64.24536589	46.64298032
43.06831189	57.79989735
59.67733452	44.75530885
44.45875181	58.14018884
54.41892816	45.90501198
46.02945409	58.66781616
66.22610292	47.97932376
49.43157918	52.59652314
59.90127892	53.00588015
52.48310798	59.57738311
40.76182036	52.20121359
57.78724169	55.37408917
51.28913563	49.44615033
69.13480344	51.88708929
52.74399616	47.65013024
59.57652513	50.97559071
54.59480863	59.32722269
58.71921813	53.87430411
51.76091866	60.22777098
44.26329211	57.87075586
40.34985232	52.13252025
67.22282874	47.00629827
53.58734864	46.3208971
50.77444878	59.48602942
41.71915129	55.63786825
50.2322146	50.96877074
66.15641707	46.79743298
58.9159168	54.19973702
50.12833122	53.520233
59.63549149	50.92186781
58.9626903	53.65130667
58.35020225	45.53161072
68.40079452	49.70575822
58.4276672	56.62695519
53.11157372	48.21285379
56.61550803	46.21592342
58.88509337	45.40601049
39.10577606	49.74508891
50.63791691	52.26488173
47.0736259	60.27110495
55.54272802	45.57884688
60.07012683	51.95192085
63.43857078	45.02515441
44.64919106	57.89885631
42.42399365	56.08006082
68.26052807	48.85726345
69.44563439	54.20133005
39.94406983	53.02428007
46.56555278	59.93457479
65.51506762	46.77550981
52.04032169	60.60620614
53.15952178	58.71546589
68.85338981	50.6392152
58.07667277	56.11032923
47.90290576	60.047395
63.58426923	46.72059568
57.88457049	56.3886936
52.40276068	49.41457105
49.74133994	55.00903792
62.24617644	46.04743758
40.6615025	51.42010998
59.59725454	51.80524574
52.33806269	59.7930053
50.79469321	59.96888592
53.44349082	47.35515235
67.41854291	48.10888281
67.53004793	48.55049874
55.1709461	58.05535696
55.05486709	57.98143631
39.14547401	51.1653481
53.76512328	47.27235427
51.70991756	50.30902417
47.28885928	59.15368912
55.81345045	46.37034433
61.32606944	44.49054609
40.33642744	52.02270819
55.1612283	59.17525907
51.05288715	50.42081202
50.41106982	51.9238355
55.77720948	58.19500743
70.23464267	53.14789859
60.16427651	49.508239
59.36017147	52.65409679
