0.365	0.514
0.265	0.2255
0.42	0.677
0.365	0.516
0.255	0.205
0.3	0.3515
0.415	0.7775
0.425	0.768
0.37	0.5095
0.44	0.8945
0.38	0.6065
0.35	0.406
0.38	0.5415
0.405	0.6845
0.355	0.4755
0.4	0.6645
0.28	0.2905
0.34	0.451
0.295	0.2555
0.32	0.381
0.28	0.2455
0.275	0.2255
0.44	0.9395
0.415	0.7635
0.48	1.1615
0.44	0.9285
0.45	0.9955
0.445	0.931
0.475	0.9365
0.425	0.8635
0.47	0.9975
0.56	1.639
0.525	1.338
0.55	1.798
0.55	1.7095
0.355	0.4795
0.475	1.217
0.355	0.5225
0.445	0.883
0.29	0.3275
0.335	0.425
0.425	0.8515
0.175	0.07
0.15	0.042
0.15	0.042
0.295	0.203
0.37	0.5795
0.375	0.4605
0.245	0.161
0.425	0.8355
0.41	0.595
0.32	0.303
0.36	0.5415
0.36	0.4775
0.31	0.385
0.4	0.6615
0.35	0.4425
0.385	0.5895
0.19	0.086
0.4	0.583
0.345	0.4115
0.405	0.625
0.41	0.6965
0.325	0.3785
0.4	0.58
0.355	0.48
0.44	0.915
0.495	1.285
0.39	0.5305
0.235	0.151
0.425	0.7665
0.32	0.353
0.475	1.247
0.48	1.185
0.45	1.098
0.475	1.0075
0.475	0.944
0.47	0.922
0.425	0.788
0.475	1.1025
0.445	0.941
0.51	1.615
0.425	0.9885
0.475	1.3175
0.45	1.013
0.465	1.295
0.465	1.195
0.44	0.8645
0.355	0.517
0.45	0.9775
0.425	0.8115
0.44	0.755
0.465	1.115
0.495	1.262
0.56	1.494
0.535	1.606
0.435	0.725
0.375	0.523
0.37	0.5225
0.375	0.5785
0.265	0.2315
0.435	0.843
0.435	0.883
0.415	0.724
0.47	1.1735
0.41	0.727
0.43	0.802
0.4	0.6675
0.39	0.6335
0.395	0.3635
0.395	0.5415
0.36	0.431
0.32	0.3325
0.35	0.393
0.41	0.6935
0.415	0.5915
0.375	0.6125
0.34	0.402
0.43	0.8825
0.305	0.2605
0.365	0.4205
0.295	0.2535
0.425	0.766
0.265	0.214
0.28	0.1755
0.195	0.073
0.275	0.238
0.29	0.2505
0.535	1.7255
0.54	1.959
0.48	1.262
0.35	0.4035
0.26	0.1915
0.26	0.211
0.2	0.0975
0.33	0.406
0.23	0.156
0.255	0.2005
0.325	0.3555
0.285	0.253
0.445	0.826
0.45	0.741
0.52	1.3445
0.455	0.797
0.375	0.5175
0.38	0.549
0.35	0.515
0.205	0.127
0.13	0.0315
0.13	0.03
0.475	1.053
0.5	1.1185
0.515	1.3715
0.485	1.0565
0.45	0.9885
0.405	0.722
0.46	0.994
0.485	1.514
0.455	0.9075
0.46	1.124
0.465	1.056
0.485	1.222
0.485	1.2445
0.56	2.141
0.545	1.752
0.57	2.55
0.575	2.124
0.57	1.842
0.56	1.981
0.515	1.6185
0.55	1.9565
0.395	0.775
0.435	1.065
0.405	0.776
0.16	0.048
0.26	0.1785
0.21	0.125
0.245	0.1435
0.16	0.0465
0.475	0.97
0.48	0.9395
0.51	1.368
0.45	1.0235
0.475	1.0165
0.51	1.5675
0.49	1.218
0.48	1.0525
0.5	1.383
0.48	1.199
0.46	0.9325
0.48	1.1595
0.485	1.0225
0.45	0.927
0.275	0.22
0.4	0.8145
0.405	0.772
0.41	0.644
0.5	1.3035
0.45	0.922
0.46	0.922
0.345	0.4165
0.4	0.825
0.4	0.63
0.435	0.8155
0.335	0.369
0.34	0.482
0.3	0.315
0.34	0.3795
0.415	0.8325
0.28	0.2655
0.365	0.6345
0.25	0.181
0.325	0.38
0.405	0.6155
0.395	0.66
0.405	0.8025
0.35	0.46
0.3	0.324
0.36	0.501
0.305	0.32
0.325	0.455
0.35	0.5175
0.375	0.5755
0.355	0.485
0.38	0.3265
0.37	0.45
0.29	0.3055
0.27	0.205
0.465	1.1015
0.415	0.783
0.445	0.836
0.44	0.9025
0.505	1.4455
0.215	0.1155
0.35	0.435
0.225	0.124
0.055	0.002
0.1	0.013
0.09	0.008
0.12	0.021
0.425	0.9425
0.2	0.1
0.175	0.0645
0.23	0.1275
0.255	0.1655
0.26	0.174
0.245	0.1585
0.275	0.1975
0.245	0.156
0.27	0.2135
0.25	0.1715
0.47	1.1235
0.455	1.0605
0.46	1.094
0.495	1.2415
0.45	1.011
0.45	1.07
0.46	0.8975
0.505	1.415
0.475	1.1015
0.475	0.928
0.44	0.865
0.42	0.8945
0.195	0.095
0.2	0.1205
0.38	0.639
0.45	0.895
0.275	0.2925
0.39	0.6355
0.36	0.4995
0.525	1.779
0.5	1.187
0.485	1.219
0.505	1.525
0.515	1.259
0.54	1.844
0.53	1.3485
0.5	1.642
0.525	1.484
0.425	0.712
0.415	0.8415
0.285	0.2415
0.355	0.4495
0.395	0.6295
0.38	0.9565
0.415	0.879
0.435	0.699
0.4	0.6445
0.355	0.4775
0.435	0.8105
0.435	0.996
0.505	1.2765
0.475	1.116
0.455	1.013
0.495	1.0575
0.215	0.128
0.205	0.1105
0.21	0.1065
0.395	0.549
0.28	0.234
0.305	0.3485
0.435	0.892
0.28	0.252
0.27	0.217
0.36	0.472
0.145	0.037
0.12	0.0215
0.515	1.5415
0.41	0.7605
0.435	0.9055
0.485	1.2435
0.44	0.971
0.455	1.3305
0.47	1.2255
0.485	1.3
0.355	0.4585
0.535	1.242
0.35	0.3675
0.455	0.8365
0.255	0.172
0.21	0.0965
0.145	0.038
0.31	0.2845
0.205	0.1055
0.265	0.222
0.275	0.251
0.255	0.1755
0.4	0.6435
0.295	0.241
0.28	0.2255
0.38	0.5955
0.325	0.3185
0.22	0.121
0.175	0.0705
0.6	1.974
0.465	1.3415
0.475	1.0875
0.45	1.283
0.475	1.325
0.45	1.0035
0.455	1.165
0.51	1.3475
0.465	1.274
0.375	0.568
0.425	0.746
0.39	0.707
0.42	0.756
0.26	0.2
0.305	0.2715
0.48	1.2
0.495	1.153
0.45	0.8685
0.46	0.9535
0.455	0.93
0.515	1.275
0.58	2.13
0.525	1.587
0.525	1.8085
0.585	2.499
0.545	1.768
0.49	1.227
0.465	0.997
0.525	1.4225
0.48	1.029
0.5	1.186
0.515	1.016
0.465	0.887
0.455	1.0735
0.49	1.13
0.56	1.719
0.545	1.566
0.565	1.7605
0.58	1.787
0.575	1.31
0.52	1.343
0.545	1.7345
0.49	1.1775
0.45	1.077
0.465	0.995
0.495	1.1085
0.47	1.1405
0.42	0.791
0.4	0.663
0.375	0.5565
0.425	0.8445
0.37	0.4925
0.42	0.7385
0.38	0.482
0.42	0.609
0.375	0.471
0.325	0.3215
0.375	0.593
0.375	0.5615
0.295	0.25
0.275	0.1995
0.31	0.302
0.395	0.7155
0.38	0.5865
0.44	0.6765
0.455	0.987
0.365	0.5885
0.455	0.7225
0.325	0.4335
0.415	0.6935
0.345	0.365
0.44	0.8425
0.355	0.479
0.485	0.911
0.45	0.915
0.44	0.827
0.5	1.1045
0.475	0.945
0.46	0.9935
0.44	0.8565
0.495	1.2385
0.47	1.0325
0.5	1.3135
0.515	1.352
0.5	1.005
0.41	0.625
0.54	1.5015
0.38	0.529
0.39	0.5785
0.225	0.101
0.2	0.092
0.45	1.068
0.485	1.0915
0.5	1.015
0.455	0.943
0.45	1.0475
0.45	0.9555
0.47	1.036
0.455	0.9065
0.42	0.7505
0.345	0.366
0.41	0.662
0.275	0.217
0.305	0.252
0.3	0.3055
0.415	0.6885
0.275	0.2335
0.26	0.192
0.425	0.85
0.295	0.2715
0.325	0.3635
0.455	0.714
0.435	0.9815
0.455	0.9265
0.5	1.098
0.455	0.8205
0.565	1.891
0.535	1.41
0.555	1.4385
0.49	0.9245
0.55	1.2915
0.47	0.8375
0.54	1.221
0.28	0.199
0.31	0.2965
0.41	0.7085
